text,label,preprocessed_text
"Overrated and only for those people in their 20's whom wear particularly thick rose tinted glasses, who never actually saw it in the first place because they were to young. Awful animation, dialogue and a tired narrative. A real product of the 80's, the novel gimmick of a puzzle TOY (thats right, TOY not the absurd, pretentious and child alienating ""collectors action figurine""), sold on the back of a poor cartoon and other paraphernalia, only matters to those who bought the TOY when they were ""actual"" children in the period of '84' to '87'. It Has become cult because of those same adults are to immature to let go of their memories. Avoid.",0,overrated and only for those people in their 20s whom wear particularly thick rose tinted glasses  who never actually saw it in the first place because they were to young  awful animation  dialogue and a tired narrative  a real product of the 80s  the novel gimmick of a puzzle toy  thats right  toy not the absurd  pretentious and child alienating  collectors action figurine    sold on the back of a poor cartoon and other paraphernalia  only matters to those who bought the toy when they were  actual  children in the period of 84 to 87  it has become cult because of those same adults are to immature to let go of their memories  avoid 
"""Cinderella"" is a film about a young girl whose mother passed away and her father remarried. Once her father died, Cinderella's stepmother became very mean to her and made her do all of the chores around the house, like cleaning up after her two evil stepsisters. One day the King sent out a message to all of the single women to attend the Royal Ball in honor of his son, to find a wife. Of course, Cinderella didn't get to go, but her stepsisters did. Cinderella was very upset and thought that there was no way she could attend the Royal Ball, until her fairy godmother appeared. So she did some magic and made Cinderella into a beautiful woman, but she had to be back by midnight because that is when the magic changes back. While at the Royal Ball, Cinderella loses track of time and the clock strikes midnight, so she runs out of the palace and loses her glass slipper. Then the King orders the duke to find the women who wore that slipper. The duke searched every house, but finally found the women who it belonged to, Cinderella.<br /><br />Clyde Geronimi, Wilfred Jackson, and Hamilton Luske directed one of the best animated Disney films in 1950. This film is about a magical fairytale. In the beginning of the film Cinderella was a servant to her own family and had nobody to love her, but with a little bit of magic her whole life changed around and finally found love.<br /><br />My favorite thing about ""Cinderella"" is the music. When Cinderella's fairy godmother appeared doing her magic, she sang the song Bibbidi Bobbidi Boo. When I was a child, it was one of my favorite songs to sing around my house, so I will never forget it. I also loved the part when Cinderella and the Prince were singing the song So This is Love while they were dancing because they realized that they are in love. Overall this film was my favorite film when I was a little child because every little girl wants to live a fairy tale life.",1, cinderella  is a film about a young girl whose mother passed away and her father remarried  once her father died  cinderellas stepmother became very mean to her and made her do all of the chores around the house  like cleaning up after her two evil stepsisters  one day the king sent out a message to all of the single women to attend the royal ball in honor of his son  to find a wife  of course  cinderella didnt get to go  but her stepsisters did  cinderella was very upset and thought that there was no way she could attend the royal ball  until her fairy godmother appeared  so she did some magic and made cinderella into a beautiful woman  but she had to be back by midnight because that is when the magic changes back  while at the royal ball  cinderella loses track of time and the clock strikes midnight  so she runs out of the palace and loses her glass slipper  then the king orders the duke to find the women who wore that slipper  the duke searched every house  but finally found the women who it belonged to  cinderella  clyde geronimi  wilfred jackson  and hamilton luske directed one of the best animated disney films in 1950  this film is about a magical fairytale  in the beginning of the film cinderella was a servant to her own family and had nobody to love her  but with a little bit of magic her whole life changed around and finally found love  my favorite thing about  cinderella  is the music  when cinderellas fairy godmother appeared doing her magic  she sang the song bibbidi bobbidi boo  when i was a child  it was one of my favorite songs to sing around my house  so i will never forget it  i also loved the part when cinderella and the prince were singing the song so this is love while they were dancing because they realized that they are in love  overall this film was my favorite film when i was a little child because every little girl wants to live a fairy tale life 
"I see where a few people involved in this debacle wrote reviews to share their side of the story, and I thought what they wrote was helpful in understanding it. The fact that they basically came up with excuses -- rewrites, budget constraints, production formats etc -- simply underlines how bad this movie is. And my criticisms in panning it are not personally directed but simply a warning that this one doesn't make the cut.<br /><br />It's watchable, but barely so. There are plot holes in every corner, the dialogue borders on the ridiculous, and the ending is telegraphed a mile away. The modestly interesting feature of a hologram interacting with a recon team get drowned in silly dialogue like who makes a meal in the midst of what is supposed to be a tense and deadly encounter with an unknown enemy. Would ya wrassle us up some Hamburger Helper Sally, between us getting killed by these automated carpet sweepers? Apparently this elite team equipped with the latest gizmos and red plastic tubed wonder armor has no access to MREs. Once they get into the last rooms they treat the place more like a four star motel than a deadly encounter zone.<br /><br />The rationale for the encounter with the fearsome Rook is that it can't be killed single handedly. Yet only one scene ago, the hero making that case abandoned King to do exactly that. Huh? Vivian Woo was attractive and hands down the best acted character in the movie. But that's not saying much.",0,i see where a few people involved in this debacle wrote reviews to share their side of the story  and i thought what they wrote was helpful in understanding it  the fact that they basically came up with excuses    rewrites  budget constraints  production formats etc    simply underlines how bad this movie is  and my criticisms in panning it are not personally directed but simply a warning that this one doesnt make the cut  its watchable  but barely so  there are plot holes in every corner  the dialogue borders on the ridiculous  and the ending is telegraphed a mile away  the modestly interesting feature of a hologram interacting with a recon team get drowned in silly dialogue like who makes a meal in the midst of what is supposed to be a tense and deadly encounter with an unknown enemy  would ya wrassle us up some hamburger helper sally  between us getting killed by these automated carpet sweepers  apparently this elite team equipped with the latest gizmos and red plastic tubed wonder armor has no access to mres  once they get into the last rooms they treat the place more like a four star motel than a deadly encounter zone  the rationale for the encounter with the fearsome rook is that it cant be killed single handedly  yet only one scene ago  the hero making that case abandoned king to do exactly that  huh  vivian woo was attractive and hands down the best acted character in the movie  but thats not saying much 
THE MATADOR is hit-man movie lite....if you can say that about a hit-man movie. The violence is never really shown but often introduced. At first I was scared I was in for another retread of mid-90s gangster-hit-man-hipster-dark comedy BUT was happily surprised when I realized this is just a sweet and humorous story about friendship. Nothing terribly exciting happens in this film but every bit of it is kept me grinning. The three leads have the best chemistry the big screen has offered in recent years and it looks like they had a great time making this film together. The writing is sharp though at times it felt as if the script had been adapted from a stage play because of the one set dialog scenes. This is a good film that I probably won't remember for too long but at the time it was a complete joy. Good film.,1,the matador is hit man movie lite    if you can say that about a hit man movie  the violence is never really shown but often introduced  at first i was scared i was in for another retread of mid 90s gangster hit man hipster dark comedy but was happily surprised when i realized this is just a sweet and humorous story about friendship  nothing terribly exciting happens in this film but every bit of it is kept me grinning  the three leads have the best chemistry the big screen has offered in recent years and it looks like they had a great time making this film together  the writing is sharp though at times it felt as if the script had been adapted from a stage play because of the one set dialog scenes  this is a good film that i probably wont remember for too long but at the time it was a complete joy  good film 
"Viewers gushing over everything including the title sequence (now THAT is funny) would have us believe this is some sort of cinematic miracle, but, trust me folks, this is one of the most embarrassingly bad films you could ever see, and if you're not laughing at it five minutes in, I'd say you've lost your sense of humor.<br /><br />David Niven plays a doomed and bravado-besotted RAF pilot who somehow thinks it appropriate to engage an impressionable (female) air traffic controller in an emotional conversation about love, just as he's plunging to his certain and fiery death. (Isn't it romantic...) Of course, he's spared by a quirk of metaphysical chance, and washes up on the beach, just as this same air traffic controller is riding by on her bicycle. (They immediately clinch).<br /><br />Looking past the bizarre homo-erotic subtexts, (so over the top you really need to refer to them as supertexts, from a naked boy sitting bare-butted in the sand playing the movie's twilight-zone-esquire theme on his little flute, to a celestial courier so campy/queen-y his makeup is caked on more thoroughly than the ladies'), the most bizarre aspects of the movie are how it weaves such bad caricatures of national and racial stereotypes into a convoluted attempt to argue some kind of point about the universal nature and power of love. We get it--fly boys like girls in skirts and heels, and girls like 'em back, and, apparently, all you have to do is cry a little to make it noble enough for your movie to get 10 stars on IMDb...<br /><br />As for the quality of the production, the continuity/editing is poor enough to induce cringing, and the lighting is, perhaps, even worse than that, but you hardly have time to notice because the script is so bad. There are games played with Technicolor, (whatever passes for heaven is in black and white if you can figure out the sense in that), and foreshadowing, (so funny my fellow audience member who usually like movies like this actually cheered and laughed when then the doc's motorcycle finally ended up in a fiery wreck), and freeze-motion, (which is funniest of all because the female lead is so poor at standing still you know the stage hands were guffawing off camera).<br /><br />The best shots are the early ones on the beach, but, after that, it's all downhill. The (moving like an escalator is moving) staircase is hardly the Odessa Steps, to say the least, and I'd really caution anyone from feeling like they'd have to see this lame attempt at movie-making on their account. The movie overall is bad enough to be funny, and that's about the best thing I can say for it.",0,viewers gushing over everything including the title sequence  now that is funny  would have us believe this is some sort of cinematic miracle  but  trust me folks  this is one of the most embarrassingly bad films you could ever see  and if youre not laughing at it five minutes in  id say youve lost your sense of humor  david niven plays a doomed and bravado besotted raf pilot who somehow thinks it appropriate to engage an impressionable  female  air traffic controller in an emotional conversation about love  just as hes plunging to his certain and fiery death   isnt it romantic     of course  hes spared by a quirk of metaphysical chance  and washes up on the beach  just as this same air traffic controller is riding by on her bicycle   they immediately clinch   looking past the bizarre homo erotic subtexts   so over the top you really need to refer to them as supertexts  from a naked boy sitting bare butted in the sand playing the movies twilight zone esquire theme on his little flute  to a celestial courier so campy queen y his makeup is caked on more thoroughly than the ladies   the most bizarre aspects of the movie are how it weaves such bad caricatures of national and racial stereotypes into a convoluted attempt to argue some kind of point about the universal nature and power of love  we get it  fly boys like girls in skirts and heels  and girls like em back  and  apparently  all you have to do is cry a little to make it noble enough for your movie to get 10 stars on imdb    as for the quality of the production  the continuity editing is poor enough to induce cringing  and the lighting is  perhaps  even worse than that  but you hardly have time to notice because the script is so bad  there are games played with technicolor   whatever passes for heaven is in black and white if you can figure out the sense in that   and foreshadowing   so funny my fellow audience member who usually like movies like this actually cheered and laughed when then the docs motorcycle finally ended up in a fiery wreck   and freeze motion   which is funniest of all because the female lead is so poor at standing still you know the stage hands were guffawing off camera   the best shots are the early ones on the beach  but  after that  its all downhill  the  moving like an escalator is moving  staircase is hardly the odessa steps  to say the least  and id really caution anyone from feeling like theyd have to see this lame attempt at movie making on their account  the movie overall is bad enough to be funny  and thats about the best thing i can say for it 
"I was interested to see the move thinking that it might be a diamond in the rough, but the only thing I found was bad writing, horrible directing (the shot sequences do not flow) even though the director might say that that is what he is going for, it looks very uninspired and immature) the editing could have been done by anyone with 2 VCRs and the stock was low budget video. I would say that it wasn't even something as simple as mini digital video. <br /><br />There are some simple ways to fix a film with what the director has, like through editing etc. But it is obvious that he just doesn't care. There is as much effort put in to this movie as a ham sandwich. It could be made better, but that would mean extra work.",0,i was interested to see the move thinking that it might be a diamond in the rough  but the only thing i found was bad writing  horrible directing  the shot sequences do not flow  even though the director might say that that is what he is going for  it looks very uninspired and immature  the editing could have been done by anyone with 2 vcrs and the stock was low budget video  i would say that it wasnt even something as simple as mini digital video   there are some simple ways to fix a film with what the director has  like through editing etc  but it is obvious that he just doesnt care  there is as much effort put in to this movie as a ham sandwich  it could be made better  but that would mean extra work 
"I really am shocked to see the number of reviews that lambaste this movie. This movie was not intended to be a ""deep thought"" movie, which is what the vast majority of the reviewers seem to think it should be. In fact, it would appear that if ANY movie doesn't produce a life altering insight, and a deep, twisted, mind boggling plot, they would rate it a 1 or 2. Don't trash a movie because you don't like the genre, people.<br /><br />This movie was an Action/Comedy flick, and that's all it was intended to be. And for an Action/Comedy, it was very well done. I was actually rather surprised that I enjoyed it as much as I did, having never really been a Jamie Foxx fan, and having the over-used plot that it has.<br /><br />The plot was nothing spectacular, using the typical criminal gets out of prison, and is thrown into bad-guy plot while trying to clean up his act (See Blue Streak, Hudson Hawk, 48 Hours, etc. etc. etc.) but it was warmed over with a bit of a technological twist. Now the ""bad guys"" are actually the ""good guys"" and the REAL ""bad guy"" is an uber-geek.<br /><br />Jamie Foxx actually plays a convincingly humorous, while at the same time rather intelligent and serious main character, and didn't try to overdo the humor side of the film.<br /><br />If you're looking for a deep underlying plot such as in ""The Matrix"" or a drama such as ""Of Mice and Men"" then this movie isn't for you. But if you enjoy the raw action, excellent fast-paced filming, and an occasional twist of humor tossed in, this movie won't disappoint you. I would normally have rated it about an 8 (on the same level as the Die Hard Trilogy), but instead gave it a 10 to try and bring the score up to what it SHOULD be.<br /><br />",1,i really am shocked to see the number of reviews that lambaste this movie  this movie was not intended to be a  deep thought  movie  which is what the vast majority of the reviewers seem to think it should be  in fact  it would appear that if any movie doesnt produce a life altering insight  and a deep  twisted  mind boggling plot  they would rate it a 1 or 2  dont trash a movie because you dont like the genre  people  this movie was an action comedy flick  and thats all it was intended to be  and for an action comedy  it was very well done  i was actually rather surprised that i enjoyed it as much as i did  having never really been a jamie foxx fan  and having the over used plot that it has  the plot was nothing spectacular  using the typical criminal gets out of prison  and is thrown into bad guy plot while trying to clean up his act  see blue streak  hudson hawk  48 hours  etc  etc  etc   but it was warmed over with a bit of a technological twist  now the  bad guys  are actually the  good guys  and the real  bad guy  is an uber geek  jamie foxx actually plays a convincingly humorous  while at the same time rather intelligent and serious main character  and didnt try to overdo the humor side of the film  if youre looking for a deep underlying plot such as in  the matrix  or a drama such as  of mice and men  then this movie isnt for you  but if you enjoy the raw action  excellent fast paced filming  and an occasional twist of humor tossed in  this movie wont disappoint you  i would normally have rated it about an 8  on the same level as the die hard trilogy   but instead gave it a 10 to try and bring the score up to what it should be 
"This movie starts out with an execution of a practitioner of witchcraft and his mistress. His head is chopped off and buried separately of his body...sounds like ""The Thing that wouldn't die"" doesn't it? Well it does play out a little like that, but once the body is reunited with the head, all the interesting and gruesome deaths are done and the movie moves very slowly. I mean the movie is only 88 minutes long and I kept thinking ""When is it going to end""? The characters in the movie are idiots for the most part and they pretty much deserve to die for being really stupid. The villain is also very bad as he is slow moving and really you wonder how he manages to do anything considering he is afraid of jewelery. The only thing to keep you watching after the head is reattached is the fact that there are so many boobs being flashed that you really begin to lose track. Still I want to see a horror movie, not a soft core porn flick and as a horror movie it is way to slow moving with way to many slow stretches to be even somewhat enjoyable. And don't read the back of the box as it made it out like there were flesh eating zombies attacking the town, there isn't...only a small scene where three or four zombies attack a house and are so easily repelled they are not a factor in the movie at all and their scene is rather pointless. So for the most part I say you should avoid this movie unless you come across it for really cheap.",0,this movie starts out with an execution of a practitioner of witchcraft and his mistress  his head is chopped off and buried separately of his body   sounds like  the thing that wouldnt die  doesnt it  well it does play out a little like that  but once the body is reunited with the head  all the interesting and gruesome deaths are done and the movie moves very slowly  i mean the movie is only 88 minutes long and i kept thinking  when is it going to end   the characters in the movie are idiots for the most part and they pretty much deserve to die for being really stupid  the villain is also very bad as he is slow moving and really you wonder how he manages to do anything considering he is afraid of jewelery  the only thing to keep you watching after the head is reattached is the fact that there are so many boobs being flashed that you really begin to lose track  still i want to see a horror movie  not a soft core porn flick and as a horror movie it is way to slow moving with way to many slow stretches to be even somewhat enjoyable  and dont read the back of the box as it made it out like there were flesh eating zombies attacking the town  there isnt   only a small scene where three or four zombies attack a house and are so easily repelled they are not a factor in the movie at all and their scene is rather pointless  so for the most part i say you should avoid this movie unless you come across it for really cheap 
"Saw this a couple times on the Sundance Channel several years ago and received a nice cinematic jolt to the system. A semi-surreal yet hard edged take on modern media culture (or the lack of it), focusing on some seriously wacked, way-beyond-the-Hollywood-fringe dwellers. It had an amusing early performance from Mark Ruffalo, and some memorable cinematography from the DP who did the Polish Brothers movies. There was a savage umcompromising humor and a weirdly original feel to it that definitely set it apart. This film had cult classic written all over it, and I'm surprised it's not yet out on DVD. <br /><br />Hopefully soon.",1,saw this a couple times on the sundance channel several years ago and received a nice cinematic jolt to the system  a semi surreal yet hard edged take on modern media culture  or the lack of it   focusing on some seriously wacked  way beyond the hollywood fringe dwellers  it had an amusing early performance from mark ruffalo  and some memorable cinematography from the dp who did the polish brothers movies  there was a savage umcompromising humor and a weirdly original feel to it that definitely set it apart  this film had cult classic written all over it  and im surprised its not yet out on dvd   hopefully soon 
"Although this is ""better"" than the first Mulva (which doesn't say much anyways, I would rather watch paint dry) it still sucks. Do yourself a favor and avoid anything from these Low Budget Pictures guys. I was suckered into buying a few dvds to support some indy filmmakers and boy did I regret it. Some haven't even been officially ""released"" yet (not bootlegs-bought from the filmmakers themselves) and I can't even list how bad they all are. Avoid anything with Teen Ape or Bonejack in them as they do pop up in other small indy films that they are friends with. If you are friends of these guys, chances are you were in their movies and had fun making them. But for those that had to watch them? No way. Bad video, bad audio, bad acting, bad plot...etc etc. These aren't even funny. I gave this one a 2 only because Debbie Rochon is in it and that is about it. Maybe it doesn't even deserve the 2. About a 1 1/16th star to show it was slightly better than the first (which I wish I could have rated in the negatives). If you want a decent no budget film, go pick up something from LBP's ""friends"" over at Freak Productions like Marty Jenkins or even Raising the Stakes. Those are actually decent.",0,although this is  better  than the first mulva  which doesnt say much anyways  i would rather watch paint dry  it still sucks  do yourself a favor and avoid anything from these low budget pictures guys  i was suckered into buying a few dvds to support some indy filmmakers and boy did i regret it  some havent even been officially  released  yet  not bootlegs bought from the filmmakers themselves  and i cant even list how bad they all are  avoid anything with teen ape or bonejack in them as they do pop up in other small indy films that they are friends with  if you are friends of these guys  chances are you were in their movies and had fun making them  but for those that had to watch them  no way  bad video  bad audio  bad acting  bad plot   etc etc  these arent even funny  i gave this one a 2 only because debbie rochon is in it and that is about it  maybe it doesnt even deserve the 2  about a 1 1 16th star to show it was slightly better than the first  which i wish i could have rated in the negatives   if you want a decent no budget film  go pick up something from lbps  friends  over at freak productions like marty jenkins or even raising the stakes  those are actually decent 
