text,label,preprocessed_text
"What an utter disappointment! The score of 6,1 here on IMDb built up some mild expectations but, oh my, was I disappointed. The first thing that bugs me are those braindead, stereotyped university kids. Yes, I know teens can be childish and so on, but why are they in movies always portrayed as complete braindead morons? There was one character that I thought was alright, but he/she (not revealing it here) was killed off way before the end. The other characters was poorly executed and even the supposed hero/heroine just didn't do it for me. On the plus side: The plot is pretty good and the productions values a cut above for these kind of flicks. The acting was generally not very good, Rutger Hauer stands out in a small role. But it all fails with bland and braindead characters. You just stop caring about them after 10 minutes. 4/10 (and thats being generous).",0,what an utter disappointment  the score of 6 1 here on imdb built up some mild expectations but  oh my  was i disappointed  the first thing that bugs me are those braindead  stereotyped university kids  yes  i know teens can be childish and so on  but why are they in movies always portrayed as complete braindead morons  there was one character that i thought was alright  but he she  not revealing it here  was killed off way before the end  the other characters was poorly executed and even the supposed hero heroine just didnt do it for me  on the plus side  the plot is pretty good and the productions values a cut above for these kind of flicks  the acting was generally not very good  rutger hauer stands out in a small role  but it all fails with bland and braindead characters  you just stop caring about them after 10 minutes  4 10  and thats being generous  
"I was in such high hopes of seeing an adaptation of a classic story like the Arabian Nights. Instead i was disappointed in a film that failed to keep my attention from the very beginning, even though i tried watching it twice!! <br /><br />It was a bonus that Caradine was in this movie but it didn't amount to much as the actors lacked likability. For something a little similar Zorro with Anthony Hopkins and Bandaras is much better for action, comic moments and overall enjoyability.<br /><br />OK, so Son of the Dragon has many possible fans out there, but if your looking for something to wow about in terms of martial arts and plot line you wont get it. If you just want the kids to settle down on a Sunday afternoon then maybe this it for you along with the 3 ninjas.",0,i was in such high hopes of seeing an adaptation of a classic story like the arabian nights  instead i was disappointed in a film that failed to keep my attention from the very beginning  even though i tried watching it twice    it was a bonus that caradine was in this movie but it didnt amount to much as the actors lacked likability  for something a little similar zorro with anthony hopkins and bandaras is much better for action  comic moments and overall enjoyability  ok  so son of the dragon has many possible fans out there  but if your looking for something to wow about in terms of martial arts and plot line you wont get it  if you just want the kids to settle down on a sunday afternoon then maybe this it for you along with the 3 ninjas 
"I gave it a 2 just because Natassia Malthe (as the vampiress Quintana) looks sooooo sexy in this movie.<br /><br />Certainly there is very little logic to this movie, but so are most of the sci-fi vampire flicks. The movie probably tried too much to break away from the traditional vampire stories. Unfortunately, it went too far and made the whole story not just unreasonable, but ridiculous.<br /><br />There is too much gore and too many rip-off-the-body scenes that made me feel sick. A good vampire movie should be more sensible that you don't need to see a lot of blood -- we all know when a vampire jumps on a human he/she is going to do what a vampire will do. A few moans or screams are all it needs to describe the scene (like the one at end when Quintana tries to sexually arouse Rosa, all it needs is a few moans, the rest is your imagination). Anyway, it's just my personal taste.",0,i gave it a 2 just because natassia malthe  as the vampiress quintana  looks sooooo sexy in this movie  certainly there is very little logic to this movie  but so are most of the sci fi vampire flicks  the movie probably tried too much to break away from the traditional vampire stories  unfortunately  it went too far and made the whole story not just unreasonable  but ridiculous  there is too much gore and too many rip off the body scenes that made me feel sick  a good vampire movie should be more sensible that you dont need to see a lot of blood    we all know when a vampire jumps on a human he she is going to do what a vampire will do  a few moans or screams are all it needs to describe the scene  like the one at end when quintana tries to sexually arouse rosa  all it needs is a few moans  the rest is your imagination   anyway  its just my personal taste 
"I remember this film, exhibit in Barcelona (Spain) in 1970, for the time of a week. Although it could seems incredible, and I can't offer any explanation for it, this movie was exhibit in a theater dedicated to... movies of art and big quality (that, is, Bergman, Resnais, Malle, Buñuel, and... The Projected Man). Few people saw it (luckly people, no doubt) and no reference about this very boring SF movie can be found in the Peter Nichols Science Fiction Encyclopidie, or about the author of the original novel. Very indicative. I remember of it, after all this years, a no-story, a lot of special effects that seems ridiculous effects in fact, and no more. It seems that in some countries the running time is 90 mm. and in anothers 77 min. Well, it means only a little more of pain.",0,i remember this film  exhibit in barcelona  spain  in 1970  for the time of a week  although it could seems incredible  and i cant offer any explanation for it  this movie was exhibit in a theater dedicated to    movies of art and big quality  that  is  bergman  resnais  malle  buñuel  and    the projected man   few people saw it  luckly people  no doubt  and no reference about this very boring sf movie can be found in the peter nichols science fiction encyclopidie  or about the author of the original novel  very indicative  i remember of it  after all this years  a no story  a lot of special effects that seems ridiculous effects in fact  and no more  it seems that in some countries the running time is 90 mm  and in anothers 77 min  well  it means only a little more of pain 
"I had intended to commemorate the 10th anniversary of Marcello Mastroianni's passing with numerous unwatched films of his that I own on VHS; however, given my ongoing light-hearted Christmas marathon, I had to make do with just this one! As it happens, it features one of his best performances - and he was justly Oscar-nominated for it (with the film itself being likewise honored). This was also one of 14 collaborations with that other most widely-recognized star to emerge from Italy, Sophia Loren; both, incidentally, are playing against type here - she as an unglamorous housewife and he a homosexual! <br /><br />By the way, the film's title has a double meaning: the leading characters are brought together on the historic day in which Hitler came to Italy to meet Mussolini (the event itself being shown in lengthy archive footage), but it more specifically refers to the stars' 'brief encounter' in which they share moments of friendship, revelation and, briefly, passion - though each knows that a return to their normal existence is inevitable, which leads to the film's abrupt bittersweet ending. This is virtually a two-hander (with all other characters - save for the nosy concierge of the apartment block in which the story takes place in its entirety - which include Loren's gruff and fervently patriotic husband, surprisingly played by John Vernon, appear only at the beginning and closing sequences); still, the cramped setting doesn't deter director Scola (for the record, this is the 7th film of his that I've watched and own 3 more on VHS) and cinematographer Pasqualino De Santis, so that the result - though essentially low-key - is far from stagy: the camera is allowed to prowl the various sections of the large building, observing the proceedings intimately or dispassionately as the situation requires, but always keenly.<br /><br />The narrative, of course, depends entirely on the performances of the two stars for it to be convincing, and they both deliver (their on-screen chemistry is quite incomparable); it's interesting, however, that while Loren walked away with the prizes in their home turf, it's Mastroianni's moving yet unsentimental outsider (the film, somewhat dubiously, does seem to equate his sexual deviance with Anti-Fascism!) who generally impressed international audiences!",1,i had intended to commemorate the 10th anniversary of marcello mastroiannis passing with numerous unwatched films of his that i own on vhs  however  given my ongoing light hearted christmas marathon  i had to make do with just this one  as it happens  it features one of his best performances   and he was justly oscar nominated for it  with the film itself being likewise honored   this was also one of 14 collaborations with that other most widely recognized star to emerge from italy  sophia loren  both  incidentally  are playing against type here   she as an unglamorous housewife and he a homosexual   by the way  the films title has a double meaning  the leading characters are brought together on the historic day in which hitler came to italy to meet mussolini  the event itself being shown in lengthy archive footage   but it more specifically refers to the stars brief encounter in which they share moments of friendship  revelation and  briefly  passion   though each knows that a return to their normal existence is inevitable  which leads to the films abrupt bittersweet ending  this is virtually a two hander  with all other characters   save for the nosy concierge of the apartment block in which the story takes place in its entirety   which include lorens gruff and fervently patriotic husband  surprisingly played by john vernon  appear only at the beginning and closing sequences   still  the cramped setting doesnt deter director scola  for the record  this is the 7th film of his that ive watched and own 3 more on vhs  and cinematographer pasqualino de santis  so that the result   though essentially low key   is far from stagy  the camera is allowed to prowl the various sections of the large building  observing the proceedings intimately or dispassionately as the situation requires  but always keenly  the narrative  of course  depends entirely on the performances of the two stars for it to be convincing  and they both deliver  their on screen chemistry is quite incomparable   its interesting  however  that while loren walked away with the prizes in their home turf  its mastroiannis moving yet unsentimental outsider  the film  somewhat dubiously  does seem to equate his sexual deviance with anti fascism   who generally impressed international audiences 
"Tom and Butch Cat fight over the capture of Jerry Mouse because the one who doesn't catch Jerry gets kicked out. The two cats dress in their master's clothing to disguise themselves and lets the other have it! Confused, Tom and Butch whack their master's rear and all three of them get kicked out.",1,tom and butch cat fight over the capture of jerry mouse because the one who doesnt catch jerry gets kicked out  the two cats dress in their masters clothing to disguise themselves and lets the other have it  confused  tom and butch whack their masters rear and all three of them get kicked out 
"What an amazingly funny and original show. The cast starting with the hysterical Julie Brown(Homecoming Queen's Got A Gun) is just perfect. Add Amy Hill(All American Girl-Grandma Kim) who plays a lesbian who is always arguing with her partner and business partner(Asian restaurant-WOK-DON""T RUN) I have laughed harder during this show than any other I have ever seen(including Newhart-one of my all time favorite shows) If you like movies like Naked Gun and Airplane- you will love this series!! One of the best moments of the show is Cindy Williams playing herself. When she snubs Tammy at the dry cleaners, Tammy finds a picture of Cindy Williams in her coat. The picture is of Cindy Williams doing an unmentionable act with a bowling pin-upside down. It is awesome to see an actress like Cindy Williams being able to play herself like this. Soap opera like with many surprise twists during its short run. I can only hope that this will someday be released on DVD with special many bonus special features. Funniest series I have ever seen!!!!",1,what an amazingly funny and original show  the cast starting with the hysterical julie brown homecoming queens got a gun  is just perfect  add amy hill all american girl grandma kim  who plays a lesbian who is always arguing with her partner and business partner asian restaurant wok don t run  i have laughed harder during this show than any other i have ever seen including newhart one of my all time favorite shows  if you like movies like naked gun and airplane  you will love this series   one of the best moments of the show is cindy williams playing herself  when she snubs tammy at the dry cleaners  tammy finds a picture of cindy williams in her coat  the picture is of cindy williams doing an unmentionable act with a bowling pin upside down  it is awesome to see an actress like cindy williams being able to play herself like this  soap opera like with many surprise twists during its short run  i can only hope that this will someday be released on dvd with special many bonus special features  funniest series i have ever seen    
"Though derivative, ""Labyrinth"" still stands as the highlight of the mid-half of the six-year-old show. Finally a story allows Welling to show how he has grown as an actor. It's not easy playing a character that is the embodiment of ""truth, justice, and the American way"" on a weekly basis with very little variation. His performance, permitting him to show how one might react if he/she discovers that all that he knew may be a lie, was quite believable.<br /><br />Welling rose to the occasion marvelously.<br /><br />As always, Michael Rosenbaum, as the ""handicapped"" Lex, delivered, as did Kristen Kreuk as a too-sweet-to-be-believed Lana. Allison Mack, the ever-present Chloe, also scored as a slightly ""off-her-rocker"" version.<br /><br />The use of an annoying hum in the background added to the tone of the installment and made for an engaging drama.",1,though derivative   labyrinth  still stands as the highlight of the mid half of the six year old show  finally a story allows welling to show how he has grown as an actor  its not easy playing a character that is the embodiment of  truth  justice  and the american way  on a weekly basis with very little variation  his performance  permitting him to show how one might react if he she discovers that all that he knew may be a lie  was quite believable  welling rose to the occasion marvelously  as always  michael rosenbaum  as the  handicapped  lex  delivered  as did kristen kreuk as a too sweet to be believed lana  allison mack  the ever present chloe  also scored as a slightly  off her rocker  version  the use of an annoying hum in the background added to the tone of the installment and made for an engaging drama 
"Like many Americans, I was first introduced to the works of Hayao Miyazaki when I saw ""Spirited Away."" I fell in love with the film and have seen it many times. Now I am on a search to see every film by Miyazaki. One of his earlier works is ""Castle in the Sky."" Although it's still enjoyable, it's not as good as ""Spirited Away"" (though comparing this or any film to his 2002 masterpiece is perhaps unfair).<br /><br />A young boy named Pazu (James Van Der Beek) is working in a mine late one night, when he sees a girl fall slowly from the sky. When she wakes up the next morning, she introduces herself as Sheeta (Anna Paquin). But Sheeta has a secret, and before he knows it, Pazu is pulled into an adventure that will lead him into danger with pirates, the army and a lost floating city.<br /><br />Going into a film by Hayao Miyazaki means you can expect one thing: a sense of wonder and magic. Many filmmakers have tried, but no one can create a sense of magic and awe like Miyazaki. Watching a film by Miyazaki is like experiencing a fantastic dream from your childhood.<br /><br />Because the film is animated, dubbing the film does not pose much of a problem because it is next to impossible to determine whether or not the lip movements match up to the words. It also helps that the translated dialogue is well-written and voiced by talented actors. The voice acting is varied. James Van Der Beek fares best. He brings an irresistible enthusiasm and excitement to the role of Pazu that is perfect for the character. Anna Paquin is nearly as good as Sheeta. She's frightened by the events going on around her, but she knows what she has to do. Mark Hamill is unrecognizable as the evil Muska. He's dangerous and wants something from Sheeta, and will do anything to get it. The other voices are bad. Cloris Leachman is awful as Dola. Leachman may have won an Oscar for ""The Last Picture Show,"" but she's annoying as the pirate leader. Leachman gives the character an obnoxious squawk that's nearly always monotonous. It's so bad it nearly ruins the film! Jim Cummings is an effective voice-over actor, but he's miscast as the general.<br /><br />I would definitely recommend seeing ""Castle in the Sky."" I'll probably end up buying it myself. But even though it's not as good as ""Spirited Away,"" it's still pretty good.",1,like many americans  i was first introduced to the works of hayao miyazaki when i saw  spirited away   i fell in love with the film and have seen it many times  now i am on a search to see every film by miyazaki  one of his earlier works is  castle in the sky   although its still enjoyable  its not as good as  spirited away   though comparing this or any film to his 2002 masterpiece is perhaps unfair   a young boy named pazu  james van der beek  is working in a mine late one night  when he sees a girl fall slowly from the sky  when she wakes up the next morning  she introduces herself as sheeta  anna paquin   but sheeta has a secret  and before he knows it  pazu is pulled into an adventure that will lead him into danger with pirates  the army and a lost floating city  going into a film by hayao miyazaki means you can expect one thing  a sense of wonder and magic  many filmmakers have tried  but no one can create a sense of magic and awe like miyazaki  watching a film by miyazaki is like experiencing a fantastic dream from your childhood  because the film is animated  dubbing the film does not pose much of a problem because it is next to impossible to determine whether or not the lip movements match up to the words  it also helps that the translated dialogue is well written and voiced by talented actors  the voice acting is varied  james van der beek fares best  he brings an irresistible enthusiasm and excitement to the role of pazu that is perfect for the character  anna paquin is nearly as good as sheeta  shes frightened by the events going on around her  but she knows what she has to do  mark hamill is unrecognizable as the evil muska  hes dangerous and wants something from sheeta  and will do anything to get it  the other voices are bad  cloris leachman is awful as dola  leachman may have won an oscar for  the last picture show   but shes annoying as the pirate leader  leachman gives the character an obnoxious squawk thats nearly always monotonous  its so bad it nearly ruins the film  jim cummings is an effective voice over actor  but hes miscast as the general  i would definitely recommend seeing  castle in the sky   ill probably end up buying it myself  but even though its not as good as  spirited away   its still pretty good 
"As a young black/latina woman I am always searching for movies that represent the experiences and lives of people like me. Of course when I saw this movie at the video store I thought I would enjoy it; unfortunately, I didn't. Although the topics presented in the film are interesting and relevant, the story was simply not properly developed. The movie just kept dragging on and on and many of the characters that appear on screen just come and go without much to contribute to the overall film. Had the director done a better job interconnecting the scenes, perhaps I would have enjoyed it a bit more. Honestly, I would recommend a film like ""Raising Victor"" over this one any day. I just was not too impressed.",0,as a young black latina woman i am always searching for movies that represent the experiences and lives of people like me  of course when i saw this movie at the video store i thought i would enjoy it  unfortunately  i didnt  although the topics presented in the film are interesting and relevant  the story was simply not properly developed  the movie just kept dragging on and on and many of the characters that appear on screen just come and go without much to contribute to the overall film  had the director done a better job interconnecting the scenes  perhaps i would have enjoyed it a bit more  honestly  i would recommend a film like  raising victor  over this one any day  i just was not too impressed 
"1st watched 2/2/2003 - 4 out of 10(Dir-Jim Kammerud & Brian Smith): Drab and un-spectacular supposed sequel to the original classic animated `101 Dalmatians.' Yes, the movie continues where it ended in the first one, but the problem is that it plays out much like the original. One of the great things about the original was the pacing of the story, which this one doesn't have. The animation is also very un-spectacular for Disney and all we get is the same characters going thru the same kind of story all over again. When is Disney going to stop boring us with sequels and re-do's etc.. etc. Probably when we stop renting or buying this mediocre fare that they have put out.",0,1st watched 2 2 2003   4 out of 10 dir jim kammerud   brian smith   drab and un spectacular supposed sequel to the original classic animated  101 dalmatians  yes  the movie continues where it ended in the first one  but the problem is that it plays out much like the original  one of the great things about the original was the pacing of the story  which this one doesnt have  the animation is also very un spectacular for disney and all we get is the same characters going thru the same kind of story all over again  when is disney going to stop boring us with sequels and re dos etc   etc  probably when we stop renting or buying this mediocre fare that they have put out 
"When this play was first shown by the BBC over 30 years ago, it would have been something quite different for the time. So therefor some people would have found it quite scary, and may well have been impressed with the special effects?<br /><br />Looking at the play in this day and age, It doesn't seem to be all that scary anymore, even the special effects can leave a lot to be desired.<br /><br />Would a train really be allowed to pass a RED LIGHT into a dark tunnel? I don't think so......but if you watch this play again, you will observe that the first train that enters the tunnel, rushes straight through the RED LIGHT! (maybe that's how it was in dickens time)?<br /><br />You will also notice that the footpath that leads down to the Signal Box is very steep and in a poor state. Surely there would have been a series of proper steps with handrails for the Signalman to climb up or down into the cutting. (i can't help but notice things like that)<br /><br />I will not take anything away from the acting, both Denholm Elliott (signalman) and Bernard Lloyd (the traveller) gave wonderful performances.<br /><br />I am not at all sure what is going on......I mean was the ghost the traveller, or what??? Does anyone really fully understand this rather confusing story??? (well maybe i am the only one that don't)???<br /><br />To sum up.....<br /><br />The play has a wonderful atmosphere throughout, with great character. It suffers from not being that scary these days, and a little if not very confusing in places, and has some rather unusual signalling practises....<br /><br />Thanks for reading my review.",0,when this play was first shown by the bbc over 30 years ago  it would have been something quite different for the time  so therefor some people would have found it quite scary  and may well have been impressed with the special effects  looking at the play in this day and age  it doesnt seem to be all that scary anymore  even the special effects can leave a lot to be desired  would a train really be allowed to pass a red light into a dark tunnel  i dont think so      but if you watch this play again  you will observe that the first train that enters the tunnel  rushes straight through the red light   maybe thats how it was in dickens time   you will also notice that the footpath that leads down to the signal box is very steep and in a poor state  surely there would have been a series of proper steps with handrails for the signalman to climb up or down into the cutting   i cant help but notice things like that  i will not take anything away from the acting  both denholm elliott  signalman  and bernard lloyd  the traveller  gave wonderful performances  i am not at all sure what is going on      i mean was the ghost the traveller  or what    does anyone really fully understand this rather confusing story     well maybe i am the only one that dont     to sum up      the play has a wonderful atmosphere throughout  with great character  it suffers from not being that scary these days  and a little if not very confusing in places  and has some rather unusual signalling practises     thanks for reading my review 
"Or listening to, for that matter. Even the soundtrack is a bore. <br /><br />Honestly, this isn't the worst gay movie I've seen (that would be Regarding Billy), but it's down there very close to the bottom of the barrel.<br /><br />This thing drags and drags and drags. It's not that the plot is inane--in the hands of a good writer it might have worked . . . it certainly could have been much more entertaining. There's not one plot point you can't see coming for ten miles down the road. The dialog is flat. The jokes are old. To add insult to injury, it's full of one-dimensional, stereotypical gays. <br /><br />Nothing in this movie convinced me that the situation or the relationship of the two leads was possible, much less real. There was no chemistry, no dynamic, in fact no evidence of why the leads love each other . . . we're just told they're in love. Hard to figure when they have nothing in common and aren't compatible sexually. They like the same book? Huh?<br /><br />The acting is not totally bad, but the pacing is excruciatingly slow. I mean, almost Jarmusch- slow, but without Jarmusch quality. In fact, that would be a good barometer for you. If you like Jarmusch films, avoid this one.",0,or listening to  for that matter  even the soundtrack is a bore   honestly  this isnt the worst gay movie ive seen  that would be regarding billy   but its down there very close to the bottom of the barrel  this thing drags and drags and drags  its not that the plot is inane  in the hands of a good writer it might have worked       it certainly could have been much more entertaining  theres not one plot point you cant see coming for ten miles down the road  the dialog is flat  the jokes are old  to add insult to injury  its full of one dimensional  stereotypical gays   nothing in this movie convinced me that the situation or the relationship of the two leads was possible  much less real  there was no chemistry  no dynamic  in fact no evidence of why the leads love each other       were just told theyre in love  hard to figure when they have nothing in common and arent compatible sexually  they like the same book  huh  the acting is not totally bad  but the pacing is excruciatingly slow  i mean  almost jarmusch  slow  but without jarmusch quality  in fact  that would be a good barometer for you  if you like jarmusch films  avoid this one 
"Just plain good old stupid. <br /><br />I mean really stupid, not the good stupid like Killer Tomatoes, or Ed Wood movies, this is probably the most stupid movie I ever have seen. To give this movie an golden Turkey is an insult to turkeys. To call this movie dumb is offensive even to dumb people.<br /><br />If this is the future of American cinema and art we are better off to really start world war 3 and 4 at the same time and let the cockroaches run the show after. <br /><br />Now I have to get drunk to wash this insult to my single braincell off....<br /><br />This is a really good movie if you are suicidal.",0,just plain good old stupid   i mean really stupid  not the good stupid like killer tomatoes  or ed wood movies  this is probably the most stupid movie i ever have seen  to give this movie an golden turkey is an insult to turkeys  to call this movie dumb is offensive even to dumb people  if this is the future of american cinema and art we are better off to really start world war 3 and 4 at the same time and let the cockroaches run the show after   now i have to get drunk to wash this insult to my single braincell off     this is a really good movie if you are suicidal 
"It was Jon Pertwee who said "" It`s very difficult to be funny but very easy to be silly "" . Well if that`s the case PASTY FACES is "" Very easy "" . David Baker ( As Director /Screenwriter ) and his cast seem to be under the impression that comedy involves stealing scenes and style from superior Britcoms like LOCK STOCK.. and TRAINSPOTTING , using a completely underdeveloped script and jumping up and down speaking in a very fast voice very loudly . Alan McCaffrey especially suffers from this type of OTT performance but not enough to ruin the film because there`s not enough of a film to ruin .<br /><br />PASTY FACES is terrible on all fronts especially scriptwise . I couldn`t understand why it ended the way it did , it just seemed to stop in a very abrupt and silly manner . Oh and other glaring errors are that you need a visa to visit the USA and a green card in order to work there - This film would have you believe you can get off a plane and start a new life in America without any authorisation - that you still get paid to donate blood in America - People who I know in America , and who donate blood tell me payment for donations stopped several years ago - and that you can buy any type of weapon from a gun shop . As far as I know gun laws in America differ from state to state but no gun shops sell anti tank guns over the counter . So we`ve got a very erroneous view of America from a very unreal and oh so unfunny film . Maybe this is revenge for BRAVEHEART a very Hollywood view of the Scots ? Perhaps , but this doesn`t stop PASTY FACES from being a crap comedy",0,it was jon pertwee who said   it s very difficult to be funny but very easy to be silly     well if that s the case pasty faces is   very easy     david baker   as director  screenwriter   and his cast seem to be under the impression that comedy involves stealing scenes and style from superior britcoms like lock stock   and trainspotting   using a completely underdeveloped script and jumping up and down speaking in a very fast voice very loudly   alan mccaffrey especially suffers from this type of ott performance but not enough to ruin the film because there s not enough of a film to ruin   pasty faces is terrible on all fronts especially scriptwise   i couldn t understand why it ended the way it did   it just seemed to stop in a very abrupt and silly manner   oh and other glaring errors are that you need a visa to visit the usa and a green card in order to work there   this film would have you believe you can get off a plane and start a new life in america without any authorisation   that you still get paid to donate blood in america   people who i know in america   and who donate blood tell me payment for donations stopped several years ago   and that you can buy any type of weapon from a gun shop   as far as i know gun laws in america differ from state to state but no gun shops sell anti tank guns over the counter   so we ve got a very erroneous view of america from a very unreal and oh so unfunny film   maybe this is revenge for braveheart a very hollywood view of the scots   perhaps   but this doesn t stop pasty faces from being a crap comedy
"I am not an artistically inclined individual. I am a science minded woman and I felt that this movie was maybe one of those campy artsy type films on a budget. I watched part of it with my fiancé and my future step daughter. We tried very hard to find something in this film to keep our interest. My fiancé and his daughter voted it off and we moved on to Ocean's 13,but that is another story. Not to be deterred I awoke the next morning and gave the movie another shot. I began again watching this movie in earnest. I just don't get it,I thought I would get it.I thought the funniest part was the flushing of the ashes and the urn finding a spot by the fireplace being used as a vase for what appeared to be dead flowers. Interesting and still it had dead stuff inside. It was an odd and bizarre movie. Maybe this is what they were after,however I won't be tricked a second time!",0,i am not an artistically inclined individual  i am a science minded woman and i felt that this movie was maybe one of those campy artsy type films on a budget  i watched part of it with my fiancé and my future step daughter  we tried very hard to find something in this film to keep our interest  my fiancé and his daughter voted it off and we moved on to oceans 13 but that is another story  not to be deterred i awoke the next morning and gave the movie another shot  i began again watching this movie in earnest  i just dont get it i thought i would get it i thought the funniest part was the flushing of the ashes and the urn finding a spot by the fireplace being used as a vase for what appeared to be dead flowers  interesting and still it had dead stuff inside  it was an odd and bizarre movie  maybe this is what they were after however i wont be tricked a second time 
"I was pleasantly surprised I quite liked this movie. Witty writing (some ""inside"" jokes I got, others I didn't - maybe due to actors speaking on top of one another), great acting (notably John Cassini), great cameos, interesting and unique directing. I rented it to see Jeffrey Meek (very disappointed he was in it such a short time, blink and you'll miss him!) but found the movie remarkably entertaining. I'll actually watch it again before I send back to Netflix. I think actors and wanna-be actors will thoroughly enjoy this movie. The ending is somewhat expected but wish they'd done something different (and more positive). Too bad the movie wasn't better received except for in the ""festival"" market. I suggest it to anyone who loves the acting biz.",1,i was pleasantly surprised i quite liked this movie  witty writing  some  inside  jokes i got  others i didnt   maybe due to actors speaking on top of one another   great acting  notably john cassini   great cameos  interesting and unique directing  i rented it to see jeffrey meek  very disappointed he was in it such a short time  blink and youll miss him   but found the movie remarkably entertaining  ill actually watch it again before i send back to netflix  i think actors and wanna be actors will thoroughly enjoy this movie  the ending is somewhat expected but wish theyd done something different  and more positive   too bad the movie wasnt better received except for in the  festival  market  i suggest it to anyone who loves the acting biz 
